"user_id","num_clicks","num_sessions","avg_session_duration","age","married","has_children","nights","rooms","num_seats","checkedin_bags","trip_length_days","num_trips","num_flights2","flight_original_price","discounted_flight","hotel_original_price","discounted_hotel","days_until_departure","distance_km","trip_length_category","hotel_spend_category","trip_frequency_category","persona_type","user_id","perks"
"541262","292","9","592.52","38","true","true","5","3","3","3","9","3","6","1130","3109","942","912","25","6743.46436742498","Medium Trip","Medium Spender","Frequent Traveler","Family","541262","no cancellation fees"
"518541","102","8","94.13","47","false","false","11","2","3","3","11","4","6","2101","8087","1624","1624","24","11610.116138614856","Long Trip","Medium Spender","Frequent Traveler","Groups","518541","1 night free hotel with meals"
"521743","170","8","157.88","39","false","false","21","6","7","7","37","7","14","2716","19014","1730","1702","47","15251.815651977078","Long Trip","Medium Spender","Very Frequent Traveler","Groups","521743","1 night free hotel with meals"
"652416","119","8","111.63","42","true","true","3","2","2","2","4","2","4","2208","4416","1042","1042","17","12095.99859396869","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","652416","10% discount at any hotel bookings"
"587899","93","8","86.63","36","false","false","2","3","2","2","5","2","4","816","1632","514","514","15","3102.3151408752597","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","587899","10% discount at any hotel bookings"
"445351","113","8","106.25","53","true","true","11","3","4","4","16","4","8","962","3848","1182","1139","19","5316.717111094757","Long Trip","Medium Spender","Frequent Traveler","Family","445351","no cancellation fees"
"389434","444","8","1127.50","42","false","false","7","4","4","4","11","4","8","1852","7036","1309","1309","23","9965.289249881242","Long Trip","Medium Spender","Frequent Traveler","Groups","389434","1 night free hotel with meals"
"433080","158","8","147.00","44","true","false","13","5","4","4","18","4","8","1350","5401","1704","1676","29","6704.073400601169","Long Trip","Medium Spender","Frequent Traveler","Groups","433080","1 night free hotel with meals"
"546688","317","8","1077.54","52","false","false","8","2","2","2","10","2","4","1001","2003","1020","1020","19","5041.476924130631","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","546688","10% discount at any hotel bookings"
"608039","73","8","68.63","25","false","false","6","2","1","1","5","2","2","450","899","844","844","7","2708.2943816120055","Short Trip","Medium Spender","Frequent Traveler","Solo","608039","no cancellation fees"
"551051","90","8","84.13","48","false","true","9","1","0","0","0","1","0","0","0","630","567","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","551051","10% discount at any hotel bookings"
"586811","106","9","87.44","42","false","true","4","2","4","4","32","4","8","691","2763","575","575","381","4009.994866814726","Long Trip","Medium Spender","Frequent Traveler","Family2","586811","exclusive discounts and family adventure tour"
"317688","133","8","124.00","41","false","true","6","4","4","4","11","4","8","1239","4955","1178","1173","32","6433.632695178009","Long Trip","Medium Spender","Frequent Traveler","Family2","317688","exclusive discounts and family adventure tour"
"564377","131","8","122.25","37","false","false","6","2","2","2","6","3","4","1085","2822","552","552","16","6142.777884778088","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","564377","10% discount at any hotel bookings"
"655300","116","8","106.50","52","false","false","5","2","2","2","8","2","4","507","963","1088","1045","16","2885.6824999778228","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","655300","10% discount at any hotel bookings"
"567558","117","8","109.38","36","false","true","7","2","1","1","0","2","1","787","1573","852","815","6","8007.273774697621","Long Trip","Medium Spender","Frequent Traveler","Normal Travelers","567558","10% discount at any hotel bookings"
"413658","180","8","547.73","51","true","true","6","3","1","1","3","2","2","189","378","1593","1593","8","1085.874254596577","Short Trip","Medium Spender","Frequent Traveler","Business","413658","free checked bag"
"496408","431","10","892.70","44","false","false","3","3","4","4","6","4","7","1083","4332","802","802","21","8104.045623235317","Medium Trip","Medium Spender","Frequent Traveler","Groups","496408","1 night free hotel with meals"
"669155","78","8","73.00","20","false","true","17","1","0","0","0","1","0","0","0","1632","1550","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","669155","10% discount at any hotel bookings"
"527141","126","8","116.75","41","false","false","4","4","4","4","13","5","8","872","4361","1941","1941","29","4048.2559755099355","Long Trip","Medium Spender","Frequent Traveler","Groups","527141","1 night free hotel with meals"
"552172","221","8","866.34","54","true","true","10","3","2","2","2","3","3","896","2689","1618","1618","13","7071.974469912968","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","552172","10% discount at any hotel bookings"
"585583","95","9","79.33","37","false","true","4","3","2","2","7","2","4","435","870","577","577","16","1714.7925733349116","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","585583","10% discount at any hotel bookings"
"530282","165","8","154.63","38","false","false","15","5","4","4","17","5","8","724","3622","1539","1539","31","3967.7998167261608","Long Trip","Medium Spender","Frequent Traveler","Groups","530282","1 night free hotel with meals"
"568790","109","8","101.88","52","false","false","9","3","3","3","13","3","6","955","2866","1728","1728","23","5258.640535519942","Long Trip","Medium Spender","Frequent Traveler","Groups","568790","1 night free hotel with meals"
"671975","114","8","106.00","52","false","false","10","3","3","3","12","3","6","1327","3980","694","686","21","7240.266167300157","Long Trip","Medium Spender","Frequent Traveler","Groups","671975","1 night free hotel with meals"
"531361","91","8","84.75","32","false","true","4","1","2","2","15","2","4","3622","7244","696","696","258","10652.693658271106","Long Trip","Medium Spender","Frequent Traveler","Normal Travelers","531361","10% discount at any hotel bookings"
"665397","98","8","91.50","46","true","false","3","2","2","2","5","2","4","368","736","942","942","15","2088.4633286416415","Short Trip","Medium Spender","Frequent Traveler","Couple","665397","couple massage"
"620884","404","8","1089.50","34","false","false","6","2","3","3","14","3","6","520","1559","1031","1020","24","2944.3610994827295","Long Trip","Medium Spender","Frequent Traveler","Groups","620884","1 night free hotel with meals"
"569243","175","8","161.75","38","false","true","14","2","2","2","17","2","4","1060","2014","1374","1374","15","5621.437021554765","Long Trip","Medium Spender","Frequent Traveler","Normal Travelers","569243","10% discount at any hotel bookings"
"581385","81","8","75.50","51","true","true","4","1","0","0","0","1","0","0","0","932","932","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","581385","10% discount at any hotel bookings"
"530743","123","8","114.75","56","false","false","3","3","3","3","12","3","6","837","2343","936","936","24","3933.875315616558","Long Trip","Medium Spender","Frequent Traveler","Groups","530743","1 night free hotel with meals"
"623815","119","8","112.38","32","false","false","5","3","3","3","9","3","6","847","2413","570","570","19","4909.097895314072","Medium Trip","Medium Spender","Frequent Traveler","Groups","623815","1 night free hotel with meals"
"527401","346","8","1089.63","37","false","false","10","4","4","4","15","4","8","2027","7905","1999","1999","25","12749.11039313342","Long Trip","Medium Spender","Frequent Traveler","Groups","527401","1 night free hotel with meals"
"554609","120","8","111.00","42","false","false","6","2","2","2","10","2","4","1227","2455","1102","1102","12","6912.379202534126","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","554609","10% discount at any hotel bookings"
"627176","270","8","822.74","48","false","false","3","2","2","2","5","2","4","170","341","527","527","15","1094.1762625220103","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","627176","10% discount at any hotel bookings"
"525201","145","8","134.13","51","false","false","19","6","3","3","9","6","6","1918","11510","1714","1714","20","6992.8014122456525","Medium Trip","Medium Spender","Very Frequent Traveler","Groups","525201","1 night free hotel with meals"
"581086","89","8","83.38","43","false","false","2","3","1","1","4","1","2","2199","1979","972","778","4","4193.0733474725275","Short Trip","Medium Spender","Rare Traveler","Solo","581086","no cancellation fees"
"520745","190","8","176.38","40","false","false","9","2","2","2","12","2","4","153","305","883","883","17","838.2738576018335","Long Trip","Medium Spender","Frequent Traveler","Normal Travelers","520745","10% discount at any hotel bookings"
"573621","213","9","175.44","50","true","true","10","5","4","4","13","4","8","1013","3951","1743","1743","36","5194.022392013054","Long Trip","Medium Spender","Frequent Traveler","Family","573621","no cancellation fees"
"405305","139","9","114.78","45","true","true","4","4","3","3","5","3","5","1616","4847","1421","1421","31","8616.623760399927","Short Trip","Medium Spender","Frequent Traveler","Family","405305","no cancellation fees"
"591746","85","8","78.63","39","false","false","4","3","3","3","7","3","6","805","2415","1082","1077","18","4694.37397145199","Medium Trip","Medium Spender","Frequent Traveler","Groups","591746","1 night free hotel with meals"
"567172","85","8","80.25","55","true","false","8","2","2","2","11","2","4","368","737","615","615","13","2173.1275671854282","Long Trip","Medium Spender","Frequent Traveler","Couple","567172","couple massage"
"595442","136","8","126.38","44","false","false","3","2","4","4","11","4","8","1166","4663","525","525","26","7220.210534607795","Long Trip","Medium Spender","Frequent Traveler","Groups","595442","1 night free hotel with meals"
"542585","85","8","80.63","51","true","true","10","2","2","2","7","3","4","467","1401","1918","1674","11","1585.544978854839","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","542585","10% discount at any hotel bookings"
"542825","138","8","128.75","36","false","false","8","4","4","4","9","4","7","1221","4763","1979","1979","23","7271.543263600655","Medium Trip","Medium Spender","Frequent Traveler","Groups","542825","1 night free hotel with meals"
"536641","169","8","155.88","49","false","false","7","5","5","5","15","5","10","1835","8989","1340","1340","32","10010.195382329535","Long Trip","Medium Spender","Frequent Traveler","Groups","536641","1 night free hotel with meals"
"760304","121","8","112.00","37","false","false","7","2","2","2","10","2","4","660","1220","924","924","16","3909.441306873732","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","760304","10% discount at any hotel bookings"
"581412","130","8","120.75","48","false","false","6","2","2","2","8","2","4","510","1021","1299","1299","16","2868.22942063307","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","581412","10% discount at any hotel bookings"
"591888","138","8","127.63","52","true","false","11","5","5","5","16","5","10","1243","6092","1991","1929","45","6926.503354672128","Long Trip","Medium Spender","Frequent Traveler","Groups","591888","1 night free hotel with meals"
"591097","115","8","106.63","44","false","true","6","4","3","3","8","4","6","1155","4619","1242","1181","20","6612.3052018287235","Medium Trip","Medium Spender","Frequent Traveler","Family2","591097","exclusive discounts and family adventure tour"
"560213","105","8","98.38","49","true","true","2","2","2","2","5","2","4","597","1164","667","667","10","3424.6273917841763","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","560213","10% discount at any hotel bookings"
"552192","146","8","134.63","38","false","false","9","6","4","4","7","5","7","2256","11278","1059","1059","26","11036.665310903812","Medium Trip","Medium Spender","Frequent Traveler","Groups","552192","1 night free hotel with meals"
"533248","114","8","106.75","44","true","true","7","4","3","3","10","3","6","2788","7806","1284","1284","27","11425.152209375581","Medium Trip","Medium Spender","Frequent Traveler","Family","533248","no cancellation fees"
"530427","222","8","207.13","45","false","false","9","4","2","2","5","3","4","1271","3685","1436","1400","12","7443.087344863232","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","530427","10% discount at any hotel bookings"
"519694","209","8","193.75","33","false","false","5","4","4","4","8","4","8","1513","6053","994","994","20","8198.033925151683","Medium Trip","Medium Spender","Frequent Traveler","Groups","519694","1 night free hotel with meals"
"547100","137","8","401.69","50","false","false","5","2","2","2","8","2","4","768","1537","1162","1162","13","4217.911857301498","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","547100","10% discount at any hotel bookings"
"594914","126","8","118.38","43","false","false","15","3","3","3","19","3","6","1532","4366","1657","1518","29","8778.593418832259","Long Trip","Medium Spender","Frequent Traveler","Groups","594914","1 night free hotel with meals"
"602598","140","8","130.63","32","true","true","14","7","3","3","7","4","6","957","3780","1734","1734","23","3460.807607653508","Medium Trip","Medium Spender","Frequent Traveler","Family","602598","no cancellation fees"
"537066","142","8","131.00","38","false","false","13","4","5","5","15","6","10","1665","9991","1554","1468","38","10052.177501394619","Long Trip","Medium Spender","Very Frequent Traveler","Groups","537066","1 night free hotel with meals"
"551023","304","8","997.38","56","false","false","5","2","3","3","10","3","6","1171","3395","904","904","27","6265.468503470554","Medium Trip","Medium Spender","Frequent Traveler","Groups","551023","1 night free hotel with meals"
"529428","81","8","75.38","44","false","true","8","2","1","1","7","2","2","79","150","600","600","5","455.28265744835574","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","529428","10% discount at any hotel bookings"
"527326","144","9","118.78","57","true","false","2","5","2","2","6","3","4","1415","4033","820","820","11","2701.8464266211313","Medium Trip","Medium Spender","Frequent Traveler","Couple","527326","couple massage"
"546395","303","8","749.07","44","true","true","5","3","3","3","5","3","5","1105","3206","617","617","19","6885.658859703532","Short Trip","Medium Spender","Frequent Traveler","Family","546395","no cancellation fees"
"559093","139","8","129.00","43","true","false","14","5","3","3","5","5","6","1824","9118","1719","1712","19","9770.32392624555","Short Trip","Medium Spender","Frequent Traveler","Groups","559093","1 night free hotel with meals"
"577984","135","8","124.50","47","false","true","12","3","3","3","14","3","6","1120","3359","1870","1870","25","6365.211301079845","Long Trip","Medium Spender","Frequent Traveler","Family2","577984","exclusive discounts and family adventure tour"
"516614","159","8","147.88","37","false","false","13","3","4","4","15","4","7","1783","7130","1618","1567","20","11593.574760237649","Long Trip","Medium Spender","Frequent Traveler","Groups","516614","1 night free hotel with meals"
"623691","136","8","126.63","25","false","false","8","1","1","1","9","1","2","475","475","792","713","224","2503.972760293182","Medium Trip","Medium Spender","Rare Traveler","Solo","623691","no cancellation fees"
"569466","116","8","108.63","41","true","true","7","3","3","3","10","3","6","671","2013","785","785","17","3574.421809090667","Medium Trip","Medium Spender","Frequent Traveler","Family","569466","no cancellation fees"
"584247","92","8","85.38","39","false","false","5","4","3","3","7","3","6","1977","5930","1778","1778","24","8717.423861410858","Medium Trip","Medium Spender","Frequent Traveler","Groups","584247","1 night free hotel with meals"
"510944","149","8","140.00","56","true","true","3","3","6","6","10","6","12","1675","9885","727","713","46","7132.803866261672","Medium Trip","Medium Spender","Very Frequent Traveler","Family","510944","no cancellation fees"
"445515","121","8","111.88","40","false","false","4","2","2","2","8","2","4","1371","2742","684","684","18","7123.90945826446","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","445515","10% discount at any hotel bookings"
"442812","84","8","78.25","55","true","true","10","1","0","0","0","1","0","0","0","850","850","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","442812","10% discount at any hotel bookings"
"568093","102","8","95.63","39","false","false","8","3","3","3","11","3","6","827","2482","1319","1319","20","4724.363843520077","Long Trip","Medium Spender","Frequent Traveler","Groups","568093","1 night free hotel with meals"
"574440","110","8","102.75","50","true","true","6","2","2","2","8","2","4","1133","2267","1424","1424","16","5822.218839114207","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","574440","10% discount at any hotel bookings"
"487040","174","8","162.13","36","false","true","5","3","3","3","9","3","6","1119","3246","1623","1623","24","5975.5923730157065","Medium Trip","Medium Spender","Frequent Traveler","Family2","487040","exclusive discounts and family adventure tour"
"511936","139","8","128.00","38","false","false","14","2","2","2","8","3","4","913","2740","1322","1322","21","5236.95253530918","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","511936","10% discount at any hotel bookings"
"505062","99","8","91.50","37","false","true","9","3","3","3","13","3","6","1371","4114","1355","1161","26","7670.632565870523","Long Trip","Medium Spender","Frequent Traveler","Family2","505062","exclusive discounts and family adventure tour"
"514623","111","8","102.50","38","true","true","4","1","1","1","5","1","2","321","321","536","536","8","1573.8134221563273","Short Trip","Medium Spender","Rare Traveler","Business","514623","free checked bag"
"535060","193","8","179.88","34","false","false","4","4","4","4","6","4","7","1216","4744","1035","1035","27","8071.64249149328","Medium Trip","Medium Spender","Frequent Traveler","Groups","535060","1 night free hotel with meals"
"581111","175","8","161.88","45","true","true","7","3","4","4","14","4","8","1426","5562","1324","1303","19","7857.784512630539","Long Trip","Medium Spender","Frequent Traveler","Family","581111","no cancellation fees"
"602793","87","8","81.63","37","false","true","6","2","1","1","3","2","2","353","706","676","676","5","1893.828037165808","Short Trip","Medium Spender","Frequent Traveler","Business","602793","free checked bag"
"521708","175","8","162.63","48","true","false","12","3","4","4","20","4","8","1141","4337","1344","1332","28","6130.8728972582185","Long Trip","Medium Spender","Frequent Traveler","Groups","521708","1 night free hotel with meals"
"498363","109","8","102.38","49","false","false","4","3","2","2","2","2","3","244","488","790","767","15","2211.9587319456896","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","498363","10% discount at any hotel bookings"
"549377","175","8","228.00","44","true","false","6","3","2","2","7","3","4","255","713","1341","1336","10","1415.1624609148325","Medium Trip","Medium Spender","Frequent Traveler","Couple","549377","couple massage"
"599239","106","10","79.30","39","false","true","9","2","1","1","1","2","2","465","930","1445","1445","6","2356.8773430529736","Short Trip","Medium Spender","Frequent Traveler","Business","599239","free checked bag"
"440655","136","8","126.75","31","false","true","5","3","3","3","9","3","6","986","2958","1172","1143","17","5942.280222420914","Medium Trip","Medium Spender","Frequent Traveler","Family2","440655","exclusive discounts and family adventure tour"
"430722","326","8","939.87","28","false","false","5","2","2","2","7","2","4","375","676","953","921","12","2230.9711509918234","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","430722","10% discount at any hotel bookings"
"515436","180","8","168.38","23","false","false","4","1","0","0","0","1","0","0","0","868","868","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","515436","10% discount at any hotel bookings"
"589121","106","9","86.89","22","false","false","5","4","2","2","3","3","4","124","372","1076","1059","11","721.5593690713148","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","589121","10% discount at any hotel bookings"
"590468","179","8","165.75","23","false","false","11","1","1","1","0","2","2","31","56","781","781","8","150.6118063427743","Short Trip","Medium Spender","Frequent Traveler","Solo","590468","no cancellation fees"
"651030","95","8","89.00","33","true","false","8","3","2","2","6","3","4","1287","3667","580","580","19","6898.512473115341","Medium Trip","Medium Spender","Frequent Traveler","Couple","651030","couple massage"
"547037","108","8","100.13","34","false","false","8","3","2","2","9","3","4","837","2511","1561","1561","15","4527.500185655352","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","547037","10% discount at any hotel bookings"
"609102","125","8","115.38","42","false","true","4","1","1","1","5","1","2","198","198","824","824","9","1163.95120392195","Short Trip","Medium Spender","Rare Traveler","Business","609102","free checked bag"
"686165","194","8","180.63","46","false","false","14","5","5","5","19","5","10","1870","9255","1764","1764","37","10412.630708696599","Long Trip","Medium Spender","Frequent Traveler","Groups","686165","1 night free hotel with meals"
"561992","94","8","87.50","43","true","true","8","2","2","2","10","2","4","707","1413","1194","1194","10","4134.519100497938","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","561992","10% discount at any hotel bookings"
"511504","136","8","127.00","34","false","false","7","3","3","3","10","3","6","1520","4559","1179","1179","17","8145.321541042731","Medium Trip","Medium Spender","Frequent Traveler","Groups","511504","1 night free hotel with meals"
"527552","98","9","82.11","57","true","true","7","1","0","0","0","1","0","0","0","700","700","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","527552","10% discount at any hotel bookings"
"522286","96","8","90.00","46","false","false","4","2","3","3","10","3","6","1395","4185","606","606","19","7761.538188229737","Medium Trip","Medium Spender","Frequent Traveler","Groups","522286","1 night free hotel with meals"
"570418","235","9","194.33","39","false","false","9","3","4","4","28","4","8","1964","7858","1544","1544","266","11022.137127150176","Long Trip","Medium Spender","Frequent Traveler","Groups","570418","1 night free hotel with meals"
"565912","105","9","87.22","54","false","false","4","2","1","1","2","2","2","692","1316","1008","1008","7","3828.7322314521407","Short Trip","Medium Spender","Frequent Traveler","Solo","565912","no cancellation fees"
"551166","107","8","99.50","31","true","false","10","3","1","1","5","2","2","498","946","1925","1925","5","2811.5920499766307","Short Trip","Medium Spender","Frequent Traveler","Business","551166","free checked bag"
"530371","139","8","129.88","31","true","true","6","4","1","1","2","3","2","669","2006","1897","1897","6","3417.157045255459","Short Trip","Medium Spender","Frequent Traveler","Business","530371","free checked bag"
"519446","117","8","107.25","48","true","false","15","3","4","4","21","4","8","1711","6844","1596","1596","27","9660.633404916243","Long Trip","Medium Spender","Frequent Traveler","Groups","519446","1 night free hotel with meals"
"482744","146","9","120.78","39","false","false","10","4","4","4","15","4","8","1214","4675","1115","1076","24","7139.57599736763","Long Trip","Medium Spender","Frequent Traveler","Groups","482744","1 night free hotel with meals"
"569150","137","8","126.88","40","false","false","9","4","5","5","18","5","10","1460","7301","867","863","32","5728.199902361189","Long Trip","Medium Spender","Frequent Traveler","Groups","569150","1 night free hotel with meals"
"612812","135","8","124.38","69","true","false","14","1","0","0","0","1","0","0","0","1036","932","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","612812","10% discount at any hotel bookings"
"524226","169","8","157.25","46","true","true","7","4","4","4","13","4","8","1185","4386","1083","1083","23","6282.08398511003","Long Trip","Medium Spender","Frequent Traveler","Family","524226","no cancellation fees"
"651744","413","8","1099.25","47","false","false","5","2","2","2","7","2","4","678","1355","834","797","16","3989.972701090931","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","651744","10% discount at any hotel bookings"
"551241","116","8","108.00","29","false","false","8","2","2","2","7","3","4","1015","3045","1269","1269","15","5916.320134915117","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","551241","10% discount at any hotel bookings"
"538216","145","8","136.13","64","false","false","5","4","3","3","8","3","6","1809","4976","850","850","26","7558.534060825105","Medium Trip","Medium Spender","Frequent Traveler","Groups","538216","1 night free hotel with meals"
"623043","104","8","96.63","39","false","false","6","5","4","4","10","4","8","2187","8748","708","708","28","10747.483406062678","Medium Trip","Medium Spender","Frequent Traveler","Groups","623043","1 night free hotel with meals"
"503973","222","9","183.67","45","false","false","10","3","3","3","8","4","6","453","1587","1375","1375","13","2568.781529703558","Medium Trip","Medium Spender","Frequent Traveler","Groups","503973","1 night free hotel with meals"
"624258","117","8","107.75","39","true","false","3","1","1","1","4","1","2","429","429","843","843","10","2485.889870503966","Short Trip","Medium Spender","Rare Traveler","Business","624258","free checked bag"
"512831","114","8","104.75","44","false","false","4","2","3","3","10","4","6","2280","9121","1107","1107","21","5035.981685165539","Medium Trip","Medium Spender","Frequent Traveler","Groups","512831","1 night free hotel with meals"
"356046","101","8","94.00","34","false","false","4","3","2","2","6","2","4","784","1568","705","705","16","3793.9825357266145","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","356046","10% discount at any hotel bookings"
"512099","162","9","134.22","35","false","false","12","3","4","4","17","4","8","2051","7897","1333","1136","38","11072.167301459229","Long Trip","Medium Spender","Frequent Traveler","Groups","512099","1 night free hotel with meals"
"502145","119","10","89.50","39","false","false","10","5","4","4","14","4","8","2895","11580","1651","1651","27","12242.974245127982","Long Trip","Medium Spender","Frequent Traveler","Groups","502145","1 night free hotel with meals"
"388767","104","8","97.13","44","true","true","10","1","1","1","11","1","2","372","372","1890","1890","5","2099.6558738888475","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","388767","10% discount at any hotel bookings"
"618429","170","8","156.63","47","false","true","9","3","3","3","7","3","5","1171","3513","1419","1243","26","8820.77861712049","Medium Trip","Medium Spender","Frequent Traveler","Family2","618429","exclusive discounts and family adventure tour"
"595958","307","8","998.75","51","true","false","7","3","2","2","5","3","4","863","2503","518","518","10","4796.212221026194","Short Trip","Medium Spender","Frequent Traveler","Couple","595958","couple massage"
"618815","97","8","91.00","31","false","true","8","1","0","0","0","1","0","0","0","832","832","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","618815","10% discount at any hotel bookings"
"698291","120","8","110.75","27","false","false","11","4","3","3","14","3","6","1150","3451","1752","1752","17","5772.908039982589","Long Trip","Medium Spender","Frequent Traveler","Groups","698291","1 night free hotel with meals"
"605945","100","8","93.63","39","false","true","5","4","4","4","10","4","8","2555","10093","930","930","32","10960.197116311956","Medium Trip","Medium Spender","Frequent Traveler","Family2","605945","exclusive discounts and family adventure tour"
"426478","148","8","434.64","25","false","false","9","1","0","0","0","1","0","0","0","1071","964","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","426478","10% discount at any hotel bookings"
"570215","105","8","97.63","46","false","false","4","2","3","3","8","3","6","3989","11369","649","649","16","24021.821324092864","Medium Trip","Medium Spender","Frequent Traveler","Groups","570215","1 night free hotel with meals"
"533809","126","10","94.30","38","true","true","4","3","2","2","7","2","4","979","1959","505","505","9","4017.216838440506","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","533809","10% discount at any hotel bookings"
"560478","108","10","80.90","42","true","false","12","2","1","1","3","2","2","519","1039","1724","1724","9","3077.077493059911","Short Trip","Medium Spender","Frequent Traveler","Business","560478","free checked bag"
"594503","117","8","108.00","23","false","false","11","2","1","1","1","2","2","340","681","1112","1112","3","1906.190873328921","Short Trip","Medium Spender","Frequent Traveler","Solo","594503","no cancellation fees"
"553151","99","8","92.13","47","true","true","13","2","3","3","13","4","6","1082","4328","795","795","20","6153.2328060811615","Long Trip","Medium Spender","Frequent Traveler","Family","553151","no cancellation fees"
"509626","143","8","132.75","52","false","true","18","3","3","3","23","3","6","1528","4584","1546","1412","351","6333.316544293345","Long Trip","Medium Spender","Frequent Traveler","Family2","509626","exclusive discounts and family adventure tour"
"561994","166","8","154.88","49","true","false","7","3","3","3","10","3","6","1185","3436","932","932","23","6444.707175641046","Medium Trip","Medium Spender","Frequent Traveler","Groups","561994","1 night free hotel with meals"
"572479","144","8","133.38","47","true","false","11","4","4","4","17","4","8","1142","4566","662","662","25","6621.724886317836","Long Trip","Medium Spender","Frequent Traveler","Groups","572479","1 night free hotel with meals"
"638576","119","8","110.63","38","false","true","9","2","3","3","14","3","6","1757","5094","1317","1317","23","10448.491969752762","Long Trip","Medium Spender","Frequent Traveler","Family2","638576","exclusive discounts and family adventure tour"
"580077","141","8","129.50","33","true","false","8","2","1","1","4","2","2","243","486","968","968","9","1350.687782321909","Short Trip","Medium Spender","Frequent Traveler","Business","580077","free checked bag"
"536532","95","8","89.63","48","true","true","18","3","2","2","9","3","4","684","2051","1749","1749","13","3571.3404441947832","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","536532","10% discount at any hotel bookings"
"563266","181","8","167.38","20","false","false","3","2","2","2","5","2","4","732","1427","1423","1423","13","4134.519100497938","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","563266","10% discount at any hotel bookings"
"530775","74","8","69.13","50","true","false","6","2","3","3","13","3","6","1742","5225","752","731","21","9476.59518311342","Long Trip","Medium Spender","Frequent Traveler","Groups","530775","1 night free hotel with meals"
"570639","195","9","161.00","32","false","false","5","2","3","3","9","3","6","1858","5573","1390","1335","22","10148.809894341526","Medium Trip","Medium Spender","Frequent Traveler","Groups","570639","1 night free hotel with meals"
"678536","147","8","135.75","31","true","false","17","1","0","0","0","1","0","0","0","901","901","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","678536","10% discount at any hotel bookings"
"519353","103","8","96.75","68","false","false","6","1","0","0","0","1","0","0","0","1092","1092","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","519353","10% discount at any hotel bookings"
"569335","75","8","70.13","36","true","true","3","2","0","0","0","1","0","0","0","1380","1380","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","569335","10% discount at any hotel bookings"
"531987","107","9","88.89","35","false","false","3","1","2","2","3","2","3","700","1400","636","636","13","4681.627122438802","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","531987","10% discount at any hotel bookings"
"508917","71","8","66.00","21","false","false","8","1","1","1","1","2","2","700","1400","1080","972","7","3974.2098429997695","Short Trip","Medium Spender","Frequent Traveler","Solo","508917","no cancellation fees"
"602120","152","8","142.00","42","false","false","14","4","4","4","17","4","7","1210","4778","1544","1540","26","7271.86674060067","Long Trip","Medium Spender","Frequent Traveler","Groups","602120","1 night free hotel with meals"
"576370","128","8","277.44","35","false","false","5","1","1","1","7","1","2","487","487","1065","1065","6","2560.942419107932","Medium Trip","Medium Spender","Rare Traveler","Solo","576370","no cancellation fees"
"507376","86","8","80.38","35","true","false","8","2","1","1","2","2","2","1275","2549","505","505","6","7488.683504961143","Short Trip","Medium Spender","Frequent Traveler","Business","507376","free checked bag"
